Date,Open,High,Low,Sentiment,Close
6/17/2018,6545.529785,6589.109863,6499.27002,34,6499.27002
6/18/2018,6510.069824,6781.140137,6446.680176,37,6734.819824
6/19/2018,6742.390137,6822.5,6709.919922,28,6769.939941
6/20/2018,6770.759766,6821.560059,6611.879883,17,6776.549805
6/21/2018,6780.089844,6810.939941,6715.169922,15,6729.740234
6/22/2018,6737.879883,6747.080078,6006.600098,16,6083.689941
6/23/2018,6090.100098,6224.819824,6071.810059,21,6162.47998
6/24/2018,6164.279785,6223.779785,5826.410156,18,6173.22998
6/25/2018,6171.970215,6327.370117,6119.680176,20,6249.180176
6/26/2018,6253.549805,6290.160156,6093.669922,16,6093.669922
6/27/2018,6084.399902,6180,6052.850098,22,6157.129883
6/28/2018,6153.160156,6170.410156,5873.049805,27,5903.439941
6/29/2018,5898.129883,6261.660156,5835.75,27,6218.299805
6/30/2018,6214.220215,6465.509766,6214.220215,31,6404
7/1/2018,6411.680176,6432.850098,6289.290039,33,6385.819824
7/2/2018,6380.379883,6683.859863,6305.700195,37,6614.180176
7/3/2018,6596.660156,6671.370117,6447.75,34,6529.589844
7/4/2018,6550.870117,6771.919922,6450.459961,34,6597.549805
7/5/2018,6599.709961,6749.540039,6546.649902,38,6639.140137
7/6/2018,6638.689941,6700.939941,6533.549805,39,6673.5
7/7/2018,6668.709961,6863.990234,6579.240234,37,6856.930176
7/8/2018,6857.799805,6885.910156,6747.97998,29,6773.879883
7/9/2018,6775.080078,6838.680176,6724.339844,33,6741.75
7/10/2018,6739.209961,6767.740234,6320.720215,29,6329.950195
7/11/2018,6330.77002,6444.959961,6330.470215,29,6394.709961
7/12/2018,6396.779785,6397.100098,6136.419922,32,6228.810059
7/13/2018,6235.029785,6310.549805,6192.240234,36,6238.049805
7/14/2018,6247.5,6298.189941,6212.220215,39,6276.120117
7/15/2018,6272.700195,6403.459961,6256.509766,42,6359.640137
7/16/2018,6357.009766,6741.75,6357.009766,44,6741.75
7/17/2018,6739.649902,7387.240234,6684.169922,47,7321.040039
7/18/2018,7315.319824,7534.990234,7280.470215,43,7370.779785
7/19/2018,7378.200195,7494.459961,7295.459961,46,7466.859863
7/20/2018,7467.399902,7594.669922,7323.259766,44,7354.129883
7/21/2018,7352.720215,7437.640137,7262.410156,49,7419.290039
7/22/2018,7417.799805,7537.950195,7383.819824,54,7418.490234
7/23/2018,7414.709961,7771.5,7409.100098,53,7711.109863
7/24/2018,7716.509766,8424.269531,7705.5,47,8424.269531
7/25/2018,8379.660156,8416.870117,8086.359863,54,8181.390137
7/26/2018,8176.850098,8290.330078,7878.709961,54,7951.580078
7/27/2018,7950.399902,8262.660156,7839.759766,53,8165.009766
7/28/2018,8169.060059,8222.849609,8110.77002,48,8192.150391
7/29/2018,8205.820313,8272.259766,8141.180176,39,8218.459961
7/30/2018,8221.580078,8235.5,7917.5,39,8180.47998
7/31/2018,8181.200195,8181.529785,7696.930176,36,7780.439941
8/1/2018,7769.040039,7769.040039,7504.950195,31,7624.910156
8/2/2018,7634.189941,7712.77002,7523.439941,23,7567.149902
8/3/2018,7562.140137,7562.140137,7328.649902,25,7434.390137
8/4/2018,7438.669922,7497.490234,6984.069824,25,7032.850098
8/5/2018,7031.080078,7102.77002,6940.700195,23,7068.47998
8/6/2018,7062.939941,7166.549805,6890.540039,19,6951.799805
8/7/2018,6958.319824,7146.560059,6748.240234,21,6753.120117
8/8/2018,6746.850098,6746.850098,6226.220215,18,6305.799805
8/9/2018,6305.560059,6625.72998,6249.069824,18,6568.22998
8/10/2018,6571.419922,6591.259766,6124.52002,21,6184.709961
8/11/2018,6185.790039,6455.740234,6109.029785,16,6295.72998
8/12/2018,6283.649902,6409.850098,6237.5,18,6322.689941
8/13/2018,6341.359863,6537.049805,6225.720215,21,6297.569824
8/14/2018,6287.660156,6287.939941,5971.049805,19,6199.709961
